OPEN,HIGH,LOW,CLOSE,Volume,Dividends,Stock Splits,CODES,DATES,POSITIONS,COST,ASSETS
76.39,77.83,76.39,77.82,31345900,0.0,0,QQQ,2013-11-13,262.0,15552.480000000001,20014.18
77.62,78.12,77.45,78.06,31101200,0.0,0,QQQ,2013-11-14,262.0,15552.480000000001,20336.440000000002
78.08,78.21,77.89,78.21,20511300,0.0,0,QQQ,2013-11-15,262.0,15552.480000000001,20456.96
78.19,78.35,77.3,77.45,31679600,0.0,0,QQQ,2013-11-18,264.0,15708.86,20642.16
77.4,77.78,77.1,77.23,25545300,0.0,0,QQQ,2013-11-19,264.0,15708.86,20433.600000000002
77.43,77.72,76.82,77.04,32177400,0.0,0,QQQ,2013-11-20,264.0,15708.86,20441.52
77.37,77.89,77.3,77.82,28125000,0.0,0,QQQ,2013-11-21,264.0,15708.86,20425.68
77.95,78.27,77.9,78.24,25361300,0.0,0,QQQ,2013-11-22,264.0,15708.86,20578.8
78.52,78.6,78.23,78.43,21695100,0.0,0,QQQ,2013-11-25,266.0,15865.900000000001,20886.32
78.45,79.03,78.28,78.84,26621000,0.0,0,QQQ,2013-11-26,266.0,15865.900000000001,20867.7
79.0,79.41,78.93,79.39,21638100,0.0,0,QQQ,2013-11-27,266.0,15865.900000000001,21014.0
79.7,79.96,79.62,79.86,16708900,0.0,0,QQQ,2013-11-29,266.0,15865.900000000001,21200.2
79.96,80.08,79.51,79.63,26354600,0.0,0,QQQ,2013-12-02,268.0,16025.820000000002,21429.28
79.57,79.78,79.26,79.56,37147000,0.0,0,QQQ,2013-12-03,268.0,16025.820000000002,21324.76
79.23,79.9,78.98,79.64,37193200,0.0,0,QQQ,2013-12-04,268.0,16025.820000000002,21233.64
79.7,79.8,79.34,79.54,39829300,0.0,0,QQQ,2013-12-05,268.0,16025.820000000002,21359.600000000002
80.21,80.28,79.73,80.11,36842900,0.0,0,QQQ,2013-12-06,268.0,16025.820000000002,21496.28
80.44,80.61,80.3,80.44,22590000,0.0,0,QQQ,2013-12-09,270.0,16186.7,21718.8
80.31,80.53,80.23,80.38,26965900,0.0,0,QQQ,2013-12-10,270.0,16186.7,21683.7
80.37,80.49,79.24,79.35,36830600,0.0,0,QQQ,2013-12-11,270.0,16186.7,21699.9
79.38,79.57,79.09,79.14,33662600,0.0,0,QQQ,2013-12-12,270.0,16186.7,21432.6
79.52,79.55,78.91,79.04,34072000,0.0,0,QQQ,2013-12-13,270.0,16186.7,21470.399999999998
79.43,79.94,79.38,79.48,24902500,0.0,0,QQQ,2013-12-16,272.0,16345.560000000001,21604.960000000003
79.48,79.68,79.17,79.32,24454900,0.0,0,QQQ,2013-12-17,272.0,16345.560000000001,21618.56
79.42,80.32,78.3,80.24,68387200,0.0,0,QQQ,2013-12-18,272.0,16345.560000000001,21602.24
80.11,80.12,79.67,80.02,44964100,0.0,0,QQQ,2013-12-19,272.0,16345.560000000001,21789.92
80.17,81.0,80.12,80.84,40475400,0.27,0,QQQ,2013-12-20,272.0,16345.560000000001,21806.24
81.5,81.69,81.26,81.69,28181800,0.0,0,QQQ,2013-12-23,274.0,16508.56,22331.0
81.7,81.78,81.56,81.72,13852500,0.0,0,QQQ,2013-12-24,274.0,16508.56,22385.8
81.87,82.06,81.71,81.99,15241100,0.0,0,QQQ,2013-12-26,274.0,16508.56,22432.38
82.1,82.14,81.69,81.79,15827400,0.0,0,QQQ,2013-12-27,274.0,16508.56,22495.399999999998
81.67,81.78,81.43,81.67,18983700,0.0,0,QQQ,2013-12-30,276.0,16671.9,22540.920000000002
81.82,82.2,81.79,82.2,24890500,0.0,0,QQQ,2013-12-31,276.0,16671.9,22582.32
81.82,81.84,81.32,81.56,29177500,0.0,0,QQQ,2014-01-02,276.0,16671.9,22582.32
81.56,81.63,80.95,80.97,35723700,0.0,0,QQQ,2014-01-03,276.0,16671.9,22510.56
80.98,81.08,80.37,80.67,32073100,0.0,0,QQQ,2014-01-06,278.0,16833.86,22512.440000000002
81.04,81.54,80.89,81.41,25860600,0.0,0,QQQ,2014-01-07,278.0,16833.86,22529.120000000003
81.43,81.82,81.26,81.59,27197400,0.0,0,QQQ,2014-01-08,278.0,16833.86,22637.54
81.89,81.9,81.04,81.32,23674700,0.0,0,QQQ,2014-01-09,278.0,16833.86,22765.420000000002
81.52,81.68,80.91,81.58,38008900,0.0,0,QQQ,2014-01-10,278.0,16833.86,22662.559999999998
81.47,81.75,80.07,80.38,48842300,0.0,0,QQQ,2014-01-13,280.0,16996.8,22811.6
80.65,81.98,80.65,81.91,37178900,0.0,0,QQQ,2014-01-14,280.0,16996.8,22582.0
82.27,82.74,82.18,82.58,39835600,0.0,0,QQQ,2014-01-15,280.0,16996.8,23035.6
82.52,82.71,82.39,82.59,31630100,0.0,0,QQQ,2014-01-16,280.0,16996.8,23105.6
82.34,82.58,81.93,82.13,36895800,0.0,0,QQQ,2014-01-17,280.0,16996.8,23055.2
82.65,82.79,82.06,82.75,26412700,0.0,0,QQQ,2014-01-21,280.0,16996.8,23142.0
82.97,83.17,82.72,82.97,29376900,0.0,0,QQQ,2014-01-22,280.0,16996.8,23231.6
82.71,82.72,82.11,82.69,35011900,0.0,0,QQQ,2014-01-23,280.0,16996.8,23158.8
82.28,82.41,81.03,81.06,63974600,0.0,0,QQQ,2014-01-24,280.0,16996.8,23038.4
81.06,81.2,79.67,80.27,63519300,0.0,0,QQQ,2014-01-27,282.0,17158.92,22858.920000000002
79.9,80.31,79.72,80.23,44378800,0.0,0,QQQ,2014-01-28,282.0,17158.92,22531.800000000003
79.54,80.13,79.21,79.37,51939300,0.0,0,QQQ,2014-01-29,282.0,17158.92,22430.280000000002
80.34,81.12,80.26,80.84,65833600,0.0,0,QQQ,2014-01-30,282.0,17158.92,22655.88
79.94,81.0,79.85,80.62,45187000,0.0,0,QQQ,2014-01-31,282.0,17158.92,22543.079999999998
80.47,80.84,78.56,78.77,65596900,0.0,0,QQQ,2014-02-03,284.0,17319.859999999997,22853.48
79.17,79.67,78.93,79.35,37675500,0.0,0,QQQ,2014-02-04,284.0,17319.859999999997,22484.28
79.09,79.42,78.26,79.14,41721800,0.0,0,QQQ,2014-02-05,284.0,17319.859999999997,22461.56
79.38,80.26,79.36,80.15,32308600,0.0,0,QQQ,2014-02-06,284.0,17319.859999999997,22543.92
80.6,81.64,80.37,81.58,38359400,0.0,0,QQQ,2014-02-07,284.0,17319.859999999997,22890.399999999998
81.56,82.09,81.5,82.05,30205400,0.0,0,QQQ,2014-02-10,286.0,17482.979999999996,23326.16
82.23,83.14,82.13,82.98,38635500,0.0,0,QQQ,2014-02-11,286.0,17482.979999999996,23517.780000000002
83.15,83.33,82.89,83.14,32507200,0.0,0,QQQ,2014-02-12,286.0,17482.979999999996,23780.9
82.54,83.83,82.52,83.76,40454500,0.0,0,QQQ,2014-02-13,286.0,17482.979999999996,23606.440000000002
83.73,84.12,83.48,83.93,33212400,0.0,0,QQQ,2014-02-14,286.0,17482.979999999996,23946.780000000002
84.07,84.5,83.86,84.34,29546600,0.0,0,QQQ,2014-02-18,286.0,17482.979999999996,24044.019999999997
84.18,84.38,83.59,83.76,41749900,0.0,0,QQQ,2014-02-19,286.0,17482.979999999996,24075.480000000003
83.82,84.31,83.46,84.15,41814800,0.0,0,QQQ,2014-02-20,286.0,17482.979999999996,23972.519999999997
84.42,84.55,83.94,84.04,31192200,0.0,0,QQQ,2014-02-21,286.0,17482.979999999996,24144.12
84.24,84.87,84.14,84.49,31500400,0.0,0,QQQ,2014-02-24,288.0,17651.459999999995,24261.12
84.61,84.78,84.12,84.4,26771700,0.0,0,QQQ,2014-02-25,288.0,17651.459999999995,24367.68
84.62,84.89,83.98,84.32,42953700,0.0,0,QQQ,2014-02-26,288.0,17651.459999999995,24370.56
84.33,84.95,84.2,84.87,28742400,0.37,0,QQQ,2014-02-27,288.0,17651.459999999995,24287.04
84.85,85.36,84.02,84.77,48609800,0.0,0,QQQ,2014-02-28,288.0,17651.459999999995,24436.8
83.98,84.37,83.39,84.15,38885700,0.0,0,QQQ,2014-03-03,290.0,17819.419999999995,24354.2
85.07,85.38,84.98,85.22,33189000,0.0,0,QQQ,2014-03-04,290.0,17819.419999999995,24670.3
85.36,85.6,85.18,85.45,27203300,0.0,0,QQQ,2014-03-05,290.0,17819.419999999995,24754.4
85.65,85.71,85.07,85.38,24063900,0.0,0,QQQ,2014-03-06,290.0,17819.419999999995,24838.5
85.65,85.73,84.52,84.95,31167800,0.0,0,QQQ,2014-03-07,290.0,17819.419999999995,24838.5
84.91,85.07,84.48,85.03,18131700,0.0,0,QQQ,2014-03-10,292.0,17989.239999999994,24793.719999999998
85.23,85.45,84.41,84.66,27484300,0.0,0,QQQ,2014-03-11,292.0,17989.239999999994,24887.16
84.28,85.03,83.97,84.98,27977200,0.0,0,QQQ,2014-03-12,292.0,17989.239999999994,24609.760000000002
85.3,85.33,83.4,83.78,48542000,0.0,0,QQQ,2014-03-13,292.0,17989.239999999994,24907.6
83.51,83.87,83.17,83.21,38732300,0.0,0,QQQ,2014-03-14,292.0,17989.239999999994,24384.920000000002
83.74,84.37,83.7,83.94,28467200,0.0,0,QQQ,2014-03-17,294.0,18156.719999999994,24619.559999999998
84.04,85.06,84.01,84.95,31250200,0.0,0,QQQ,2014-03-18,294.0,18156.719999999994,24707.760000000002
84.98,85.07,83.94,84.49,40869400,0.0,0,QQQ,2014-03-19,294.0,18156.719999999994,24984.120000000003
84.23,84.98,84.06,84.73,31634500,0.0,0,QQQ,2014-03-20,294.0,18156.719999999994,24763.620000000003
85.21,85.26,83.55,83.71,62754000,0.21,0,QQQ,2014-03-21,294.0,18156.719999999994,25051.739999999998
84.01,84.07,82.21,82.97,77735300,0.0,0,QQQ,2014-03-24,296.0,18324.739999999994,24866.960000000003
83.41,83.94,82.55,83.25,41723300,0.0,0,QQQ,2014-03-25,296.0,18324.739999999994,24689.36
83.66,83.85,82.17,82.17,40930400,0.0,0,QQQ,2014-03-26,296.0,18324.739999999994,24763.36
82.06,82.43,81.26,81.71,64784500,0.0,0,QQQ,2014-03-27,296.0,18324.739999999994,24289.760000000002
81.98,82.78,81.65,81.87,39895100,0.0,0,QQQ,2014-03-28,296.0,18324.739999999994,24266.08
82.51,83.01,82.41,82.46,33924300,0.0,0,QQQ,2014-03-31,298.0,18489.759999999995,24587.980000000003
82.86,83.96,82.49,83.91,38683800,0.0,0,QQQ,2014-04-01,298.0,18489.759999999995,24692.28
84.26,84.35,83.75,84.12,34631600,0.0,0,QQQ,2014-04-02,298.0,18489.759999999995,25109.480000000003
84.21,84.35,82.97,83.45,30319100,0.0,0,QQQ,2014-04-03,298.0,18489.759999999995,25094.579999999998
84.01,84.09,81.02,81.23,131213200,0.0,0,QQQ,2014-04-04,298.0,18489.759999999995,25034.980000000003
80.73,81.48,79.9,80.46,83995800,0.0,0,QQQ,2014-04-07,300.0,18651.219999999994,24219.0
80.56,81.32,80.27,81.21,51495700,0.0,0,QQQ,2014-04-08,300.0,18651.219999999994,24168.0
81.51,82.65,81.29,82.6,45685200,0.0,0,QQQ,2014-04-09,300.0,18651.219999999994,24453.0
82.65,82.65,79.81,80.04,73659600,0.0,0,QQQ,2014-04-10,300.0,18651.219999999994,24795.0
79.33,80.36,78.92,79.11,93657400,0.0,0,QQQ,2014-04-11,300.0,18651.219999999994,23799.0
79.8,80.15,79.0,79.73,46500700,0.0,0,QQQ,2014-04-14,302.0,18810.819999999992,24099.6
80.02,80.45,78.33,79.99,84631500,0.0,0,QQQ,2014-04-15,302.0,18810.819999999992,24166.039999999997
80.69,81.06,80.03,81.06,46970900,0.0,0,QQQ,2014-04-16,302.0,18810.819999999992,24368.38
80.75,81.48,80.54,81.07,53719500,0.0,0,QQQ,2014-04-17,302.0,18810.819999999992,24386.5
81.26,81.68,80.89,81.68,25947900,0.0,0,QQQ,2014-04-21,304.0,18973.339999999993,24703.04
81.96,82.53,81.82,82.33,38593400,0.0,0,QQQ,2014-04-22,304.0,18973.339999999993,24915.839999999997
82.33,82.35,81.55,81.6,34376700,0.0,0,QQQ,2014-04-23,304.0,18973.339999999993,25028.32
82.95,82.96,81.5,82.38,48926300,0.0,0,QQQ,2014-04-24,304.0,18973.339999999993,25216.8
81.89,81.99,80.87,81.07,44334000,0.0,0,QQQ,2014-04-25,304.0,18973.339999999993,24894.56
81.45,81.93,80.05,81.33,58623800,0.0,0,QQQ,2014-04-28,306.0,19136.239999999994,24923.7
81.57,82.13,81.18,81.98,36742700,0.0,0,QQQ,2014-04-29,306.0,19136.239999999994,24960.42
81.6,82.28,81.39,82.19,38689400,0.0,0,QQQ,2014-04-30,306.0,19136.239999999994,24969.6
82.33,82.91,82.12,82.44,37127200,0.0,0,QQQ,2014-05-01,306.0,19136.239999999994,25192.98
82.72,82.87,82.09,82.29,40074200,0.0,0,QQQ,2014-05-02,306.0,19136.239999999994,25312.32
81.8,82.74,81.6,82.72,27924400,0.0,0,QQQ,2014-05-05,308.0,19299.839999999993,25194.399999999998
82.59,82.64,81.61,81.65,33698500,0.0,0,QQQ,2014-05-06,308.0,19299.839999999993,25437.72
81.82,81.9,80.44,81.41,67489100,0.0,0,QQQ,2014-05-07,308.0,19299.839999999993,25200.559999999998
81.12,82.33,80.93,81.34,46556900,0.0,0,QQQ,2014-05-08,308.0,19299.839999999993,24984.960000000003
81.29,81.7,80.75,81.64,35081500,0.0,0,QQQ,2014-05-09,308.0,19299.839999999993,25037.320000000003
82.13,83.01,82.05,82.98,38951100,0.0,0,QQQ,2014-05-12,310.0,19464.09999999999,25460.3
83.06,83.34,82.88,83.04,30311900,0.0,0,QQQ,2014-05-13,310.0,19464.09999999999,25748.600000000002
82.79,83.1,82.41,82.61,26483600,0.0,0,QQQ,2014-05-14,310.0,19464.09999999999,25664.9
82.59,82.73,81.43,81.96,59680300,0.0,0,QQQ,2014-05-15,310.0,19464.09999999999,25602.9
82.05,82.54,81.49,82.49,66804100,0.0,0,QQQ,2014-05-16,310.0,19464.09999999999,25435.5
82.25,83.2,82.11,83.07,32017000,0.0,0,QQQ,2014-05-19,312.0,19628.59999999999,25662.0
83.03,83.33,82.43,82.77,33716000,0.0,0,QQQ,2014-05-20,312.0,19628.59999999999,25905.36
82.92,83.6,82.87,83.56,36837700,0.0,0,QQQ,2014-05-21,312.0,19628.59999999999,25871.04
83.65,84.16,83.52,83.92,30617100,0.0,0,QQQ,2014-05-22,312.0,19628.59999999999,26098.800000000003
84.01,84.55,83.82,84.54,22687300,0.0,0,QQQ,2014-05-23,312.0,19628.59999999999,26211.120000000003
84.91,85.61,84.84,85.59,29725200,0.0,0,QQQ,2014-05-27,312.0,19628.59999999999,26491.92
85.56,85.68,85.26,85.33,30468100,0.0,0,QQQ,2014-05-28,312.0,19628.59999999999,26694.72
85.63,85.88,85.46,85.87,33036100,0.0,0,QQQ,2014-05-29,312.0,19628.59999999999,26716.559999999998
85.89,86.01,85.43,85.88,29906400,0.0,0,QQQ,2014-05-30,312.0,19628.59999999999,26797.68
85.98,86.0,85.25,85.8,30409900,0.0,0,QQQ,2014-06-02,314.0,19800.55999999999,26997.72
85.51,85.9,85.4,85.76,21774500,0.0,0,QQQ,2014-06-03,314.0,19800.55999999999,26850.140000000003
85.54,86.22,85.41,86.08,20118300,0.0,0,QQQ,2014-06-04,314.0,19800.55999999999,26859.56
86.15,86.96,85.86,86.8,35583100,0.0,0,QQQ,2014-06-05,314.0,19800.55999999999,27051.100000000002
87.12,87.3,86.95,87.3,22680600,0.0,0,QQQ,2014-06-06,314.0,19800.55999999999,27355.68
87.32,87.45,87.0,87.23,23399500,0.0,0,QQQ,2014-06-09,316.0,19975.19999999999,27593.12
87.16,87.43,87.06,87.39,20626000,0.0,0,QQQ,2014-06-10,316.0,19975.19999999999,27542.559999999998
87.08,87.49,87.0,87.37,22878200,0.0,0,QQQ,2014-06-11,316.0,19975.19999999999,27517.28
87.18,87.27,86.28,86.58,35275900,0.0,0,QQQ,2014-06-12,316.0,19975.19999999999,27548.88
86.95,87.05,86.45,86.83,39447100,0.0,0,QQQ,2014-06-13,316.0,19975.19999999999,27476.2
86.68,87.16,86.49,86.91,25212300,0.0,0,QQQ,2014-06-16,318.0,20148.55999999999,27564.24
86.84,87.19,86.7,86.95,19977900,0.0,0,QQQ,2014-06-17,318.0,20148.55999999999,27615.120000000003
87.04,87.56,86.51,87.44,34514000,0.0,0,QQQ,2014-06-18,318.0,20148.55999999999,27678.72
87.57,87.63,86.99,87.39,38422200,0.0,0,QQQ,2014-06-19,318.0,20148.55999999999,27847.26
87.42,87.58,87.26,87.49,25897500,0.25,0,QQQ,2014-06-20,318.0,20148.55999999999,27799.56
87.48,87.54,87.24,87.51,20837900,0.0,0,QQQ,2014-06-23,320.0,20323.51999999999,27993.600000000002
87.5,88.24,87.17,87.42,31945800,0.0,0,QQQ,2014-06-24,320.0,20323.51999999999,28000.0
87.22,88.13,87.21,87.98,32818600,0.0,0,QQQ,2014-06-25,320.0,20323.51999999999,27910.4
88.04,88.04,87.35,88.03,22563900,0.0,0,QQQ,2014-06-26,320.0,20323.51999999999,28172.800000000003
87.91,88.43,87.88,88.41,22877800,0.0,0,QQQ,2014-06-27,320.0,20323.51999999999,28131.199999999997
88.39,88.78,88.34,88.56,19751900,0.0,0,QQQ,2014-06-30,322.0,20500.29999999999,28461.58
88.87,89.77,88.84,89.53,31862500,0.0,0,QQQ,2014-07-01,322.0,20500.29999999999,28616.140000000003
89.59,89.82,89.51,89.69,18777300,0.0,0,QQQ,2014-07-02,322.0,20500.29999999999,28847.98
89.98,90.25,89.73,90.25,15291700,0.0,0,QQQ,2014-07-03,322.0,20500.29999999999,28973.56
90.15,90.26,89.81,89.98,23266400,0.0,0,QQQ,2014-07-07,324.0,20680.599999999988,29208.600000000002
89.81,89.87,88.53,88.89,40612400,0.0,0,QQQ,2014-07-08,324.0,20680.599999999988,29098.440000000002
89.13,89.66,88.87,89.55,29919000,0.0,0,QQQ,2014-07-09,324.0,20680.599999999988,28878.12
88.4,89.64,88.3,89.27,44245300,0.0,0,QQQ,2014-07-10,324.0,20680.599999999988,28641.600000000002
89.5,89.85,89.22,89.85,19566300,0.0,0,QQQ,2014-07-11,324.0,20680.599999999988,28998.0
90.25,90.59,90.1,90.38,19579000,0.0,0,QQQ,2014-07-14,326.0,20861.099999999988,29421.5
90.52,90.66,89.43,90.07,39467500,0.0,0,QQQ,2014-07-15,326.0,20861.099999999988,29509.52
90.72,90.82,90.34,90.43,22052600,0.0,0,QQQ,2014-07-16,326.0,20861.099999999988,29574.72
90.19,90.51,88.95,89.23,43111500,0.0,0,QQQ,2014-07-17,326.0,20861.099999999988,29401.94
89.7,90.69,89.59,90.65,36682200,0.0,0,QQQ,2014-07-18,326.0,20861.099999999988,29242.2
90.46,90.69,90.11,90.53,29750700,0.0,0,QQQ,2014-07-21,328.0,21042.019999999986,29670.879999999997
90.96,91.25,90.86,91.11,25770400,0.0,0,QQQ,2014-07-22,328.0,21042.019999999986,29834.879999999997
91.43,91.8,91.26,91.69,28947500,0.0,0,QQQ,2014-07-23,328.0,21042.019999999986,29989.04
91.85,91.96,91.46,91.59,24707200,0.0,0,QQQ,2014-07-24,328.0,21042.019999999986,30126.8
91.12,91.35,90.75,91.23,29898900,0.0,0,QQQ,2014-07-25,328.0,21042.019999999986,29887.36
91.33,91.5,90.55,91.26,25603400,0.0,0,QQQ,2014-07-28,330.0,21224.679999999986,30138.899999999998
91.46,91.67,91.02,91.1,27022200,0.0,0,QQQ,2014-07-29,330.0,21224.679999999986,30181.8
91.61,91.78,91.1,91.46,35348500,0.0,0,QQQ,2014-07-30,330.0,21224.679999999986,30231.3
90.7,90.86,89.48,89.61,50047900,0.0,0,QQQ,2014-07-31,330.0,21224.679999999986,29931.0
89.42,89.91,88.69,89.28,60708000,0.0,0,QQQ,2014-08-01,330.0,21224.679999999986,29508.600000000002
89.47,90.24,89.14,89.89,33230500,0.0,0,QQQ,2014-08-04,332.0,21403.619999999984,29704.04
89.53,89.79,88.79,89.2,50331100,0.0,0,QQQ,2014-08-05,332.0,21403.619999999984,29723.96
88.65,89.7,88.57,89.14,34431900,0.0,0,QQQ,2014-08-06,332.0,21403.619999999984,29431.800000000003
89.55,89.72,88.54,88.86,33274700,0.0,0,QQQ,2014-08-07,332.0,21403.619999999984,29730.6
89.0,89.6,88.62,89.5,40236900,0.0,0,QQQ,2014-08-08,332.0,21403.619999999984,29548.0
89.85,90.31,89.78,90.03,28277500,0.0,0,QQQ,2014-08-11,334.0,21583.319999999985,30009.899999999998
89.93,90.22,89.53,89.99,28152300,0.0,0,QQQ,2014-08-12,334.0,21583.319999999985,30036.620000000003
90.36,90.98,90.31,90.94,27996500,0.0,0,QQQ,2014-08-13,334.0,21583.319999999985,30180.24
91.06,91.43,90.94,91.41,25006600,0.0,0,QQQ,2014-08-14,334.0,21583.319999999985,30414.04
91.94,92.07,90.99,91.85,55205500,0.0,0,QQQ,2014-08-15,334.0,21583.319999999985,30707.96
92.34,92.65,92.2,92.56,38938300,0.0,0,QQQ,2014-08-18,336.0,21767.999999999985,31026.24
92.78,93.14,92.72,93.08,21363400,0.0,0,QQQ,2014-08-19,336.0,21767.999999999985,31174.08
93.01,93.27,92.92,93.08,23435600,0.0,0,QQQ,2014-08-20,336.0,21767.999999999985,31251.36
93.13,93.32,92.99,93.27,19339500,0.0,0,QQQ,2014-08-21,336.0,21767.999999999985,31291.68
93.31,93.6,93.1,93.41,24692000,0.0,0,QQQ,2014-08-22,336.0,21767.999999999985,31352.16
93.85,94.0,93.51,93.74,24124700,0.0,0,QQQ,2014-08-25,338.0,21955.699999999986,31721.3
93.88,93.94,93.62,93.84,20100400,0.0,0,QQQ,2014-08-26,338.0,21955.699999999986,31731.44
93.86,93.97,93.66,93.85,15589100,0.0,0,QQQ,2014-08-27,338.0,21955.699999999986,31724.68
93.53,93.86,93.44,93.75,23563900,0.0,0,QQQ,2014-08-28,338.0,21955.699999999986,31613.14
93.96,94.22,93.62,94.1,17906300,0.0,0,QQQ,2014-08-29,338.0,21955.699999999986,31758.48
94.33,94.4,93.99,94.37,18326800,0.0,0,QQQ,2014-09-02,338.0,21955.699999999986,31883.54
94.63,94.63,93.65,93.82,25950700,0.0,0,QQQ,2014-09-03,338.0,21955.699999999986,31984.94
94.03,94.51,93.5,93.73,24663500,0.0,0,QQQ,2014-09-04,338.0,21955.699999999986,31782.14
93.87,94.26,93.39,94.2,30798200,0.0,0,QQQ,2014-09-05,338.0,21955.699999999986,31728.06
94.23,94.62,93.95,94.38,25571300,0.0,0,QQQ,2014-09-08,340.0,22144.159999999985,32038.2
94.39,94.74,93.42,93.6,36449200,0.0,0,QQQ,2014-09-09,340.0,22144.159999999985,32092.6
93.72,94.41,93.46,94.37,31080100,0.0,0,QQQ,2014-09-10,340.0,22144.159999999985,31864.8
93.97,94.34,93.59,94.3,28691900,0.0,0,QQQ,2014-09-11,340.0,22144.159999999985,31949.8
94.21,94.24,93.52,93.82,30444400,0.0,0,QQQ,2014-09-12,340.0,22144.159999999985,32031.399999999998
93.92,93.93,92.63,92.91,32972200,0.0,0,QQQ,2014-09-15,342.0,22331.999999999985,32120.64
92.56,93.9,92.47,93.72,38166900,0.0,0,QQQ,2014-09-16,342.0,22331.999999999985,31655.52
93.7,94.31,93.3,93.86,37196500,0.0,0,QQQ,2014-09-17,342.0,22331.999999999985,32045.4
94.16,94.58,94.05,94.57,30196700,0.0,0,QQQ,2014-09-18,342.0,22331.999999999985,32202.719999999998
94.97,95.06,94.13,94.51,46918000,0.24,0,QQQ,2014-09-19,342.0,22331.999999999985,32479.739999999998
94.29,94.29,93.23,93.63,48658000,0.0,0,QQQ,2014-09-22,344.0,22520.579999999987,32435.760000000002
93.25,93.79,93.19,93.38,33989600,0.0,0,QQQ,2014-09-23,344.0,22520.579999999987,32078.0
93.47,94.43,93.15,94.38,35959000,0.0,0,QQQ,2014-09-24,344.0,22520.579999999987,32153.68
94.08,94.2,92.36,92.39,68642500,0.0,0,QQQ,2014-09-25,344.0,22520.579999999987,32363.52
92.7,93.55,92.54,93.38,56106200,0.0,0,QQQ,2014-09-26,344.0,22520.579999999987,31888.8
92.45,93.51,92.4,93.25,33342700,0.0,0,QQQ,2014-09-29,346.0,22705.47999999999,31987.7
93.51,93.87,92.94,93.39,41834300,0.0,0,QQQ,2014-09-30,346.0,22705.47999999999,32354.460000000003
93.12,93.22,91.6,91.89,58164900,0.0,0,QQQ,2014-10-01,346.0,22705.47999999999,32219.52
91.86,92.18,90.72,91.89,54501300,0.0,0,QQQ,2014-10-02,346.0,22705.47999999999,31783.56
92.43,93.18,92.11,92.8,41627800,0.0,0,QQQ,2014-10-03,346.0,22705.47999999999,31980.780000000002
93.09,93.32,92.32,92.6,36038700,0.0,0,QQQ,2014-10-06,348.0,22891.65999999999,32395.32
92.17,92.43,91.28,91.29,45154000,0.0,0,QQQ,2014-10-07,348.0,22891.65999999999,32075.16
91.34,93.36,90.81,93.07,64931600,0.0,0,QQQ,2014-10-08,348.0,22891.65999999999,31786.32
92.94,93.18,91.42,91.56,62497100,0.0,0,QQQ,2014-10-09,348.0,22891.65999999999,32343.12
91.02,91.53,89.26,89.28,77579400,0.0,0,QQQ,2014-10-10,348.0,22891.65999999999,31674.96
89.11,89.8,87.8,87.88,80835900,0.0,0,QQQ,2014-10-13,350.0,23069.87999999999,31188.5
88.42,89.02,87.64,87.89,71814500,0.0,0,QQQ,2014-10-14,350.0,23069.87999999999,30947.0
86.56,87.69,85.3,87.32,108847800,0.0,0,QQQ,2014-10-15,350.0,23069.87999999999,30296.0
85.47,87.52,85.45,86.77,93165800,0.0,0,QQQ,2014-10-16,350.0,23069.87999999999,29914.5
87.91,88.76,87.4,87.91,69546700,0.0,0,QQQ,2014-10-17,350.0,23069.87999999999,30768.5
87.9,89.3,87.72,89.23,41479300,0.0,0,QQQ,2014-10-20,352.0,23245.67999999999,30940.800000000003
90.33,91.57,90.11,91.57,53609800,0.0,0,QQQ,2014-10-21,352.0,23245.67999999999,31796.16
91.86,91.98,91.04,91.1,39178000,0.0,0,QQQ,2014-10-22,352.0,23245.67999999999,32334.72
92.02,92.98,91.86,92.47,48123800,0.0,0,QQQ,2014-10-23,352.0,23245.67999999999,32391.039999999997
92.67,93.29,92.3,93.23,43157600,0.0,0,QQQ,2014-10-24,352.0,23245.67999999999,32619.84
93.05,93.46,92.66,93.29,29545700,0.0,0,QQQ,2014-10-27,354.0,23431.779999999988,32939.7
93.73,94.72,93.66,94.7,34495100,0.0,0,QQQ,2014-10-28,354.0,23431.779999999988,33180.42
94.39,94.64,93.68,94.35,40552800,0.0,0,QQQ,2014-10-29,354.0,23431.779999999988,33414.06
93.93,94.78,93.72,94.55,35935800,0.0,0,QQQ,2014-10-30,354.0,23431.779999999988,33251.22
96.12,96.19,95.54,95.85,54254100,0.0,0,QQQ,2014-10-31,354.0,23431.779999999988,34026.48
96.02,96.39,95.88,96.14,33481000,0.0,0,QQQ,2014-11-03,356.0,23623.81999999999,34183.119999999995
95.84,96.06,95.16,95.82,22773300,0.0,0,QQQ,2014-11-04,356.0,23623.81999999999,34119.04
96.45,96.45,95.5,95.83,25818600,0.0,0,QQQ,2014-11-05,356.0,23623.81999999999,34336.200000000004
95.82,96.16,95.4,96.13,24671900,0.0,0,QQQ,2014-11-06,356.0,23623.81999999999,34111.92
96.3,96.34,95.54,96.04,20931700,0.0,0,QQQ,2014-11-07,356.0,23623.81999999999,34282.799999999996
96.09,96.51,95.84,96.38,20360000,0.0,0,QQQ,2014-11-10,358.0,23815.99999999999,34400.22
96.4,96.69,96.14,96.69,15454000,0.0,0,QQQ,2014-11-11,358.0,23815.99999999999,34511.200000000004
